text,score,score1,score2,score3,score4,score5
Пенсионер-турист из Норвегии – почувствовал себя миллионером среди пенсионеров России.,2.2,1,4,2,2,2
"Здравствуйте, я звоню насчет вакансии уборщицы. А какое у Вас образование? Я кандидат наук по ядерной физике. Вы нам не подходите. Почему? Слишком умная.",2.2,1,2,5,2,1
"Телевидение - стена, отгораживающая народ от культуры и информации.",2.2,3,2,3,1,2
В операционной системе «Чебурашка» доступ к кнопке «Пуск» есть только у верховного главнокомандующего.,2.2,1,3,5,1,1
"Недавно прочитал фразу: Чтобы много получить, надо начать давать. - вот он, девиз самой древнейшей профессии :)",2.2,1,3,3,2,2
"Может звучать странно, но я уже сколько мечтаю и нуждаюсь в таком дне, который был бы между субботой и воскресением. Есть много вариантов использовать его. Я бы отдыхал от субботы.",2.2,1,3,1,3,3
"Встречаются два друга: - Чем занимаешься? - Бизнесом. А ты? - Я тоже. У тебя что? - Ресторанчик в центре, элитный. Но как-то вяло, несколько человек днем, чуть больше вечером. А у тебя? - А у меня просто вал народу. Думаю расширяться… - Завидую. Крупный бизнес? - Да, туалетная кабинка на площади Трех вокзалов.",2.2,3,1,3,1,3
Лучшее средство от проблем и неприятностей - здоровый пофигизм.,2.2,5,1,1,2,2
Собери 30 крышечек от канализационных люков: разнообразь унылую жизнь вашего города!,2.2,2,5,2,1,1
"Я такой хороший потому, что в меня с детства вбивали великую мантру Маяковского Что такое хорошо и что такое плохо. И не те общераспространенные детские стишки, а двенадцатитомник на девятиста страницах!",2.2,4,3,1,1,2
"Когда я был маленьким, то никогда не слушал взрослых. Сейчас тем более не вижу в этом смысла.",2.2,3,1,2,4,1
Невнимательный лось перебегал дорогу и обтянул Мерседес С-класса ещё и снаружи.,2.2,2,1,1,3,4
"- Саша, я фильм запустила, а он на английском. Нажимаю Ctrl+Shift а он все равно на английском...",2.2,3,3,1,3,1
"Мир держится на четырёх слонах, слоны - на черепахе, черепаха - на скотче.",2.2,3,3,3,1,1
"Смогу ли я когда-нибудь быть таким же счастливым, как люди из рекламы туалетной бумаги со смываемой втулкой?",2.2,2,2,3,1,3
Объявляю вас “просто друзьями”. Можете заходить к друг другу на странички и молчать до конца жизни.,2.2,3,1,1,5,1
"Букетно-конфетный период — это когда они с подружками ещё не решили, надо ли ей это, а ты уже потратил на нее три свои зарплаты.",2.2,1,2,2,4,2
"Истинно вам говорю: тот, кто придумает систему, при которой автомобиль будет отряхиваться как собака перед заездом в гараж, обессмертит имя свое в веках!",2.2,2,3,2,2,2
"На нашей автобусной остановке, может произойти все что угодно, кроме остановки автобуса.",2.2,5,1,3,1,1
"Одна из проблем нового года: определить, вкусная ли конфета по фантику.",2.2,1,1,5,3,1
6 января - День памяти новогодних салатов. В этот день испокон веков на Руси выбрасывают на помойку испортившиеся салаты. Сопровождается это действо обещанием готовить в следующий раз поменьше.,2.2,1,2,4,3,1
"Если прогуливаясь, у вас разошлась молния на кофте, а под ней у вас ничего не было, - не переживайте. Вырастит!",2.0,1,1,1,3,4
"Вы не задумывались, почему названия практически всех домашних животых - козел, баран, овца, курица, корова, гусь, петух - ругательства, и только КОТ – это милое прозвище.",2.0,3,1,2,3,1
"Самые умные животные - это дельфины, обезьяны и люди. Одни лучше всех плавают в море, другие лучше всех едят фрукты, а третьи 11 месяцев в году пашут, как лошади, чтобы один месяц поплавать в море и поесть фруктов.",2.0,1,2,3,2,2
"Если архитектура — это застывшая музыка, то дачный домик тещи - это застывший похоронный марш.",2.0,3,3,1,2,1
"Просто интересно: люди, которые смотрят по тв лучшие ролики ютюба, они вообще, про интернет что то слышали ?",2.0,2,2,3,2,1
"В результате исследований британских ученых было установлено, что у 90% тех, кто верит результатам исследований британских ученых, в 90% случаев начисто отсутствует здравый смысл.",2.0,1,4,1,1,3
"В мире так много несправедливости. Господи, сотвори еще одну: сделай меня умным, красивым и богатым.",2.0,5,1,1,2,1
"Вот, кроме шуток, попросил свою девушку не выдумывать аргументы в споре, когда заканчиваются её собственные, а просто говорить: Ой, всё!. После этого моя жизнь заметно упростилась...",2.0,1,5,1,1,2
"Мой телефон сделал этот снимок, пока падал на клавиатуру...",2.0,1,1,1,2,5
"Местные новости Вчера в центре города произошло ДТП: “Мерседес” местного уголовного авторитета врезался в “Лексус” городского прокурора. Жертв нет, оба автомобиля всмятку и не подлежат восстановлению. Полюбоваться инцидентом собрались сотни жителей нашего города.",2.0,1,5,1,1,2
"Бесит, когда твою фамилию произносят обычным голосом без должного восхищения.",2.0,2,2,1,3,2
Хорошее отношение к покупателю заканчивается вместе с его деньгами.,2.0,1,1,3,2,3
- Как называется зеленое заведение в дальнем углу садового участка? - Дом-2 .,2.0,1,2,2,4,1
"Ложусь спать, слышу, что-то грохнулось. Выхожу посмотреть, а это камень с души свалился.",2.0,2,2,1,3,2
"- Изя, ты какую икру больше любишь, красную или черную? - А почему или? Я сторонник компромиссных решений...",2.0,1,2,2,2,3
Ассортимент ресторанных блюд иногда зависит от словарного запаса шеф-повара.,2.0,2,1,4,1,2
Абсолютная свобода - это когда на всех перекрестках во все стороны горит зеленый свет.,2.0,2,3,1,3,1
- Друзья! В жизни нет ничего невозможного! - Поссать за угол круглого дома - невозможно...,2.0,2,4,1,2,1
"Привет, ты где? Географически или экономически?",2.0,2,5,1,1,1
Одна девушка ждала-ждала принца на белом коне... А пришел почтальон и принес ей пенсию.,2.0,2,4,1,1,2
"Делай, что должен, и будь в международном розыске.",2.0,3,2,1,3,1
"Расчеты Академии Астрологии и Медицины подтвердили высокую вероятность несчастий в высокосный год. Так, практически все смерти случаются в высокосный год или за 1-2 года до него и после него.",2.0,3,1,4,1,1
"Я поняла, что пора спать, когда цветы на моих обоях начали опадать.",2.0,1,4,2,1,2
"Народная примета. Если ваша одежда садится после стирки, значит вас ждут неприятности с законом.",2.0,4,1,3,1,1
"На мой телефон действует ""Закон бутерброда"", падает он только экраном в низ...",2.0,1,2,4,1,2
"Мама всегда права,даже если неправа,ОНА ПРАВА",2.0,5,2,1,1,1
"Объявление. Продам кошку. Или куплю. Одна уже надоела, а двух держать ещё не пробовал.",2.0,2,2,1,1,4
"Услышав выражение «зла не хватает», так и хочется поделиться. Безвозмездно.",2.0,3,2,1,1,3
"Британские учёные открыли, что смех продлевает жизнь. И потому интернет-сообщество просит их и далее публиковать побольше своих открытий...",2.0,4,2,1,1,2
"А у вас тоже возникают опасения, что вы не сможете объяснить своим детям логичность и закономерность исторических процессов?",2.0,2,1,5,1,1
"Цирковое представление в Одессе. Эквилибрист нагромождает один на другой столы и стулья, влезает на самый верх, становится на голову и начинает играть на скрипке. Рабинович авторитетно заявляет своей жене: - Далеко не Ойстрах!",2.0,3,1,1,1,4
"Кот пропал, говорите? Ну-ну, посмотрю я, как гугл хром поможет его отыскать!",2.0,4,1,1,3,1
"Если ты говоришь коротко лучше чем длинно, то ещё лучше будет помолчать.",2.0,3,2,3,1,1
"«Вася, ты выйдешь?» - веселый милиционер весь вечер дразнил заключенного.",2.0,5,2,1,1,1
Сколько человек работает в вашей компании? Примерно половина.,2.0,2,3,3,1,1
"Увидев в меню своего телефона пункт язык ввода, подруга задумалась. Спрашиваю с ухмылкой: - Что, так много языков знаешь? - Не знаю, какой выбрать, длинный или нежный.",2.0,1,3,1,2,3
"Расскажи что-нибудь о своей семье. Ой, да особо нечего рассказывать. Ну, ладно. Короче, моя фамилия Буэндиа. Мой прапрадед...",2.0,1,1,3,3,2
"Сидят на скамейке кот и кошка. - Знаешь, милая, я подслушал, что хозяева меня на днях кастрировать собрались. Но ведь ты по-прежнему будешь меня любить? - Конечно, буду! Все месяцы в году, за исключением марта.",2.0,1,3,1,1,4
"Первый признак того, что надо обновить плейлист: когда из 300 песен знаешь, какая за какой идет.",2.0,1,2,1,4,2
Первая фотография ребёнка состоит всего из двух полосок.,2.0,2,3,1,3,1
"- Дорогой, мы всегда будем вместе! - Вот зачем портить мне настроение?",2.0,2,1,1,5,1
Лучший подарок интеллигенту - книга написанная своими руками.,2.0,5,1,1,1,2
"Адвокат одного из водителей, попавших в аварию, спрашивает свидетеля: - Кто из двух водителей, по-вашему, виноват в столкновении? - Да никто. Машины врезались друг в друга практически одновременно.",2.0,3,1,2,3,1
"Объявление. Помогу советами, недорого. Оптом - скидки. Гарантия три месяца, в течении этого срока неудачный совет обменяю на другой.",2.0,3,2,1,2,2
"Парни, которые поворачивают направо из левого крайнего ряда, помните, дома вас ждут ваши парни.",2.0,1,5,1,2,1
"Жизнь — шаги, шаги вперед, шаги назад… А я пока танцую!",2.0,1,1,3,2,3
В море: - А что это за галера такая так медленно-медленно в сторонке плывет? - А это русские: у них предельный возраст гребцов повысили до 70 лет...,2.0,1,3,2,1,3
В детстве я никогда не спал в тихий час. Нельзя ли мне все недоспанное доспать теперь?,2.0,1,1,4,3,1
"Девочка, читавшая «Войну и мир» сошла с ума, когда случайно закрыла книжку без закладки",2.0,2,2,2,1,3
"Мобильный телефон, как пионерский галстук. Сначала носишь его с гордостью, потом с тихой ненавистью.",2.0,1,2,3,2,2
"Программе “Фотошоп” в этом году исполняется 25 лет. Ну, на самом деле исполняется 38, но выглядит она на 25.",2.0,1,4,2,1,2
Буш надеется на оздоровление экономики. Экономика надеется на ухудшение здоровья Буша,2.0,1,2,4,1,2
"Мне нужен прибор для стирания памяти как в ""Людях в черном"", только я его буду использовать, чтоб время от времени стирать память себе.",2.0,1,1,1,4,3
Запросы котировок-Министерство экономического развития приобретет хрустальный шар... Большой!,2.0,1,2,4,1,2
Симпатичные пацаны стёкла у машин не тонируют. © ГИБДД,2.0,2,2,4,1,1
16:25: я тебя не отвлекаю? 22:36: да нет...,2.0,4,1,1,2,2
Идея устроиться на работу и перестать брать деньги у родителей оказалась ошибкой. Думаю ещё не поздно всё исправить.,2.0,3,3,1,2,1
"Единственно чем порадовал наш представитель на Евровидении Алексей Воробьев, так это поздравлением Дюсельдорфа с Днем Победы!",2.0,1,4,1,3,1
- Чем теща отличается от живущей в семье собаки? - Главное отличие: тещу невозможно научить приносить тапочки.,2.0,1,1,1,5,2
"В кино играют одни экстрасенсы. Перед тем, как им кто-то позвонит, они всегда делают паузу в разговоре.",2.0,2,2,1,4,1
"Я - девушка культурная, и... слава Богу, что никто мысли читать не умеет.",2.0,1,3,2,3,1
"Если жена увидела на витрине бриллиантовое кольцо и воскликнула: О, это предел моих мечтаний!, не спешите ей его покупать, ибо дальше уже начнется беспредел.",2.0,1,1,3,4,1
"Информация - это то, что от нас скрывают. Всё остальное - реклама.",2.0,3,3,1,1,2
Настроение: выйти из дома и случайно уехать на море...,2.0,1,3,1,4,1
"-Наум Моисеевич,ваша профессия? -Кризисный менеджер. -Вас приглашают во время кризиса? -Нет,меня постоянно увольняют во время кризиса!",2.0,3,2,1,3,1
До конца света осталось 44 дня. Позже отключат газ и воду.,2.0,5,1,2,1,1
"Однажды узнал, что мама купила вкусняшку и втихоря съела ее без меня. С тех пор проверяю все мамины чеки.",2.0,2,1,2,2,3
"Да что ты знаешь о страхе ?! Когда мне было 7 лет, мама оставила меня в очереди в супермаркете. Она вернулась, когда передо мной оставался один человек, ОДИН, МАТЬ ЕГО, ЧЕЛОВЕК. Я в семь лет такое пережил!!!",2.0,1,1,2,3,3
"Вы постоянно ищете в квартире свои тапки? Специально для вас компания Яндекс запускает свой новый сервис Яндекс-Тапки. Теперь, установив в тапках специальный модуль спутниковой навигации вы всегда будете знать где ваши тапки. Это особенно полезно если кто-то из гостей ушел в ваших тапках.",2.0,4,1,1,1,3
Розовые очки бьются стеклами внутрь.,2.0,1,3,1,2,3
"Сегодня, люди намного дешевле — чем их одежда.",2.0,1,5,2,1,1
- Почему цены взлетели? - Так ведь нефть подешевела. Через неделю: - Почему снова цены повысились? - Так ведь нефть подорожала!,2.0,1,2,1,1,5
"Проснувшись утром после мальчишника, обнаружил в кармане приглашение на чью-то свадьбу. С трудом, но вспомнил, что свадьба - моя. Кого бы тактично расспросить: кто та счастливица, на которой я женюсь?",2.0,1,3,2,2,2
Очень трудно вовремя промолчать. Потому что вовремя - это загадочный и неуловимый временной отрезок.,2.0,1,5,1,1,2
Чем опасна система ГЛОНАСС? Ёе главный разработчик - прямой потомок И. Сусанина...,2.0,4,1,3,1,1
"89 летнего деда укусил вампир. Первое, что он сделал придя в себя - подписал с банком договор пожизненной ренты...",2.0,1,1,2,3,3
"Отец учит сына играть в шахматы. Сделал первый ход и произнес: е2-е4. Сын спрашивает: - Что это значит? - Не знаю, но люди видят, что тебя голыми руками не возьмешь...",2.0,1,1,1,2,5
"Что можно отложить на завтра, можно отложить и на послезавтра.",2.0,1,2,1,1,5
"Подходит незнакомый мужчина к девушке и говорит: - А вам, кто-нибудь говорил, что вы красивая? У девушки засверкали глазки, появилась маленькая улыбка на лице и она сказала: - Нет. - Я и не сомневался-сказал мужчина.",2.0,1,4,1,1,3
"Если хотите спровоцировать вооруженный конфликт, начните спорить с людьми о том, с какой стороны открывать банан.",2.0,3,2,1,3,1
"В моём случае лень допустила большую ошибку, родившись на свет раньше меня. Приходится ей теперь нянчится со мной, как с младшим братом.",2.0,1,3,1,1,4
"Отец на горке хотел показать сыну, как надо кататься, а в итоге показал, как человек скатывается без сознания и теряет обувь.",2.0,3,1,1,1,4
"Я - человек ностальгия. Все прошло, а я остался.",2.0,3,1,1,1,4
"Российский криминалитет направил запрос в правительство, интересуясь планами импортозамещения в том, что касается заезжих этнических группировок.",2.0,2,1,5,1,1
"Это где-то там, у них, жизнь – полная чаша, а у нас сверху пена, снизу – недоливают.",2.0,2,2,1,3,2
"Мерседес стоит 40000$ и весит 2 тонны, значит 1 кг мерседеса - 20$. Спортивный велосипед - 1500$ вес 7 кг. , значит 1 кг велосипеда 200$. Вывод - велосипед дороже мерса в 10 раз!",2.0,1,1,4,2,2
"На территории Российской Федерации должны действовать только те законы физики, которые открыты русскими учеными и одобрены патриархом.",2.0,1,2,1,1,5
Футбол. Xоккей. Евровидение. Не самое лучшее применение стабилизационному фонду.,2.0,5,1,1,2,1
"Современный школьник думает что ""печенег"" - это печеньки в родительном падеже.",2.0,2,2,1,1,4
Хотите оставаться с людьми в хороших отношениях — не мешайте им врать.,2.0,3,3,1,2,1
"- Когда мы будем жить вместе, мы заведем кота и назовём его ДИвуар... - А почему ДИвуар?!! - А ты прикинь - КОТ ДИВУАР.",2.0,1,4,2,2,1
"Объявление: «Пропала очень умная собака! Шарик! если ты читаешь это объявление, позвони пожалуйста, домой! Твой хозяин!»",2.0,2,3,1,2,2
В курортных городах зимой собаки не гавкают. Просто не на кого...,2.0,1,1,1,2,5
"Годы не только берут своё, но они ещё и пытаются отобрать ваше.",2.0,1,2,3,1,3
"Блондинка спрашивает своего нового знакомого: - А чем ты занимаешься? - Я работаю топ-менеджером в финансовой компании. Фактически, я — правая рука директора. - А у твоего директора правда руки нет?",2.0,5,1,1,1,2
"Поздняя ночь. Мужчина спускается к соседям снизу: - Убавьте, пожалуйста, музыку. Невозможно уснуть. - Мы развлекаемся и не собираемся ничего убавлять! - Как это понимать? - Да как хотите, так и понимайте. - Хорошо, я понял это как то, что вы заказали себе потоп.",2.0,2,1,1,3,3
Есть два вида подарков: 1. я 2. мне,2.0,2,2,1,2,3
"Только после свадьбы понимаешь,- с грустью думала Настенька, теребя в руках увядший Аленький цветочек,- что целуешь-то заколдованного Принца, а вот жить приходится все равно с Чудовищем!",2.0,1,3,1,2,3
"Гости делятся на два типа: одни стараются уйти домой пораньше, а другие задержаться подольше. Представители обоих типов между собой состоят в браке.",2.0,1,2,3,1,3
"Грузинский беспилотник: С горы столкнули самолет, а пилот залезть не успел...",2.0,1,1,2,1,5
И я начала готовиться к Новому году... Перевела весы на 3 килограмма назад.,2.0,1,1,4,2,2
"Мой семилетний брат, когда мама отказывается ему что-то объяснять в пятый раз, называет ее информационная жадина",2.0,1,1,2,3,3
"В тот день было так холодно, что эксгибиционисты описывали себя женщинам.",2.0,3,1,4,1,1
"- Дорогой, скажи мне какое платье из этих двух взять? - Если нравятся – бери оба! - Ну как всегда от тебя никакой помощи!",2.0,1,2,3,1,3
"На самом деле никакого кризиса нет. Просто программисты наконец нашли ошибку в программах, которая приводила к бесконечному росту цены акций и нефти на биржах...",2.0,2,1,3,3,1
в нашем магазине новая партия обломков челябинского метеорита. сделано в китае.,2.0,1,1,2,5,1
Кратчайший путь к моему сердцу лежит через сомнительные комплименты.,2.0,2,3,3,1,1
"Иногда,играя в компьютерные игры, я задумываюсь: «На что я трачу свою молодость? Я же деградирую». Тогда я закрываю игру и загружаю фильмец.",2.0,1,2,3,3,1
"КАК СТАТЬ СЧАСТЛИВЫМ? 1 Выпей литр воды 2 Дождись, когда захочешь в туалет 3 Потерпи еще два часа 4 Теперь сходи ПОВЕРЬ, ЭТО РАБОТАЕТ !!!",2.0,2,2,4,1,1
"- Сейчас развелось слишком много людей, которые занимаются историей. - Они ее пишут? - Переписывают.",2.0,1,1,4,3,1
"""Ну и все!"" для создателей ""Ну и чё?""",2.0,2,2,1,2,3
«Лаконичность»... могли бы придумать слово и покороче.,2.0,2,1,3,3,1
"Смотрю на тебя и понимаю, что колесо всё еще крутится, но хомяк уже умер.",2.0,2,1,1,5,1
"Мало того, что боюсь ехать в Южное Бутово, так ещё и водителя маршрутки зовут Харон.",2.0,1,1,1,4,3
Переходи на сторону печенегов. У них есть печенеги.,2.0,1,3,1,1,4
"Чайник со свистком - признак того, что в доме нет денег.",1.8,1,1,4,1,2
Перепады настроения - это так ужасно... это так классно... это так ужасно...классно же!,1.8,3,2,2,1,1
">> У копейки авиагоризонт по недоразумению назвали датчиком топлива... у Копейки авиагоризонт, а у Таврии что тогда,- датчик вибрации ?",1.8,1,1,1,5,1
"Если бы мне сказали, охарактеризуй свою жизнь одним словом. Я бы назвал её - ""Остановка"". Всю жизнь я жду чего-то, успеха, денег, автобуса..",1.8,3,2,2,1,1
"Подруга покидает страну навсегда, упаковывает вещи: - Послушай, Максим, возьми монитор, загонишь кому-нибудь, системник я уволоку... Нет, придётся и монитор брать!.. - ??? - Там ведь все фотки!",1.8,2,1,4,1,1
"Богат русский язык! Казалось бы, уже есть слова: воровство, кража и жульничество. Так нет, придумали еще один синоним - нанотехнологии.",1.8,3,3,1,1,1
- Купил теще путевку в Испанию. - А в какой компании? - Компания называется «Турист». - Так они же аферисты! Привезут в аэропорт и бросят. - Я знаю.,1.8,5,1,1,1,1
"Попав в замкнутый круг пессимист умирает на месте, оптимист - на бегу.",1.8,3,2,2,1,1
Российские врачи выполняют клятву Гиппократа прямо пропорционально вознаграждению от желающего вылечиться пациента.,1.8,3,3,1,1,1
"Из всех собак, перебегающих дорогу, меньше всего шансов у таксы.",1.8,2,2,1,2,2
"Похоже у моей печени есть ангел-хранитель: как только в универе намечается гулянка группой, родители вдруг решают, что мне надо непременно навестить бабушку в деревне.",1.8,1,1,3,2,2
"считается, что вещи не могут испытывать чувства. а я убежден в обратном. зеркала и фотоаппараты меня ненавидят. причем с каждым годом все больше и больше",1.8,1,4,1,1,2
"Челябинские кошки настолько суровы, что не дают челябинским котам. Поэтому челябинские собаки каждый год с ужасом ожидают весны...",1.8,2,1,2,1,3
"Из полицейского протокола: «Подозреваемый вынул из сугроба замёрзшую ворону и нанёс её клювом колющие удары потерпевшему, после чего ворона неожиданно ожила и тем же клювом сделала из подозреваемого второго потерпевшего…».",1.8,4,1,1,2,1
"Если наш премьер-министр будет каждый день просто посещать разные больницы, то российское здравоохранение через пару лет может стать лучшим в мире.",1.8,1,3,1,1,3
"- Эволюция любовных посланий: гонец - почтовый голубь - sms - Погоди, а где Почта? - Отстаёт...",1.8,1,1,4,1,2
Википедия закрыта. Средний уровень эрудированности в интернете упал на 97%.,1.8,1,2,1,2,3
"- Назови второй закон Ньютона. - Дима, я учился на физика, а не на юриста!",1.8,3,1,2,2,1
"Изучив меню в ресторане, посетитель спрашивает у официантки: - Лосось на гриле - это стейк или филе? - Ни то, ни другое, - отвечает она. - Это рыба.",1.8,2,1,1,4,1
"Мужья как автомобили, ими приятно пользоватся только первый год.",1.8,3,1,1,1,3
Артек довольно долго нельзя будет использовать для пионеров - предстоит длительная зачистка от скаутов-разведчиков.,1.8,1,2,2,1,3
признаюсь честно жить со мною  не пожелаю и врагу  но я еще и не такое  могу,1.8,4,1,1,2,1
"Раньше дети боялись, что родители попросят на проверку дневник, а сейчас боятся, что проверят телефон",1.8,1,1,2,1,4
"Ого, ты потратил целую зарплату, чтоб полететь на какой-то концерт в другую страну? Ого, ты потратил всю молодость на ланос в кредит?",1.8,1,1,1,5,1
В 2012 году на один повод выпить больше - это дополнительный международный праздник Конец света.,1.8,3,2,1,1,2
"В умении вилять хвостом, брехать и собачиться мы достигли нечеловеческого совершенства.",1.8,1,2,2,3,1
"Большинству россиян приходиться выбирать: или сидеть голодным с оплаченными счетами ЖКХ, или быть сытым, но без электричества, воды и тепла.",1.8,1,2,1,2,3
Заголовок параграфа из школьного учебника по ОБЖ: Если друг поперхнулся вдруг....,1.8,1,1,1,4,2
"Я не смотрел Евровидение. Да, я существую.",1.8,2,1,1,1,4
"У него две головы: одной он думает, другая у него на плечах.",1.8,1,1,5,1,1
"Муки, признания и... немного творчества (записки бывалого следователя).",1.8,2,1,1,3,2
Я — противоречивость. Я не хочу ничего решать. Я хочу решать всё.,1.8,1,1,3,2,2
"Философ Лао-цзы еще две с половиной тысячи лет назад сказал, что хорошего правительства не замечают, плохое правительство ненавидят, но самое худшее правительство - это то, над которым смеются.",1.8,1,2,2,3,1
"Если жена узнала о любовнице и как ни в чем не было отправилась готовить ужин,то рекомендуется принять противоядие широкого спектра действия",1.8,1,2,4,1,1
"Для одних спорт - это профессия, для других - хобби. Ну, а для кого-то это просто такой канал на телевизоре.",1.8,3,1,1,1,3
Где? Белка (указывая лапкой) ГДЕ???,1.8,5,1,1,1,1
"Здравствуйте, мы Греция, мы не знаем, как вернуть 320 млрд. Дайте нам еще 10 млрд и мы будем не знать, как вернуть 330 млрд.",1.8,1,2,3,1,2
"- Господи, что у вас там на Дальнем Востоке происходит? - Да-а-а... название города поменялось: Комсомольск-в-Амуре.",1.8,1,1,1,2,4
"В России, если в сводках информация, что ограбили безработного, то на сумму в миллионы рублей не меньше. Мораль: кто не работает, тот миллионер.",1.8,2,2,2,1,2
"Профессор объясняет студентам: Мамонты в конце ледникового периода исчезли очень быстро, все равно, как у нас - пейджеры!..",1.8,2,3,2,1,1
"Бросать окурки в форточку — дурной тон. Они могут упасть на хороших людей, которые писают под окнами.",1.8,2,2,1,2,2
Анатолий Вассерман пришёл в секцию бокса и побеждает на всех спаррингах и чемпионатах. За счет создаваемого им искривления пространства,1.8,1,2,2,3,1
Норильск (-54С). Мы любим наш город и мечтаем поскорей из него уехать.,1.8,1,2,1,3,2
"Может быть пропустим фамильярности, и начнем игнорировать друг друга сразу, как нормальные люди?",1.8,2,1,3,1,2
"Девушка - своему парню: - И что бы ты без меня делал?! - Да то же, что и с тобой, только с другой.",1.8,1,2,1,3,2
"Как называется та штука, где записаны все твои самые сокровенные мечты и желания? Уголовный кодекс.",1.8,2,2,1,3,1
"Каждый человек сам режиссёр пьесы, в которой его разыгрывают.",1.8,2,1,1,1,4
"В 7300 серии фильма Тест на беременность родила девушка,родившаяся во второй серии.",1.8,2,1,2,1,3
"Рубль - от слова рубить, копейка - от слова копить. Жизнь у нас суровая, срубил рубль - накопил копейку.",1.8,1,1,2,2,3
По понедельникам в инете чаще всего ищут какое сегодня число.,1.8,1,1,1,3,3
"Типа не Косьма Типу спросили: — Насколько человек тверд? — Человек, как лед, — тверд, пока не растает. Леша Зайцев",1.8,3,1,1,3,1
почему у нас инвалиды выступают лучше спортсменов? всё логично. у нас зимой льда на тротуарах гораздо больше чем на катках!,1.8,5,1,1,1,1
"Есть у блутус-наушников один крайне неприятный минус: музыка-то играет, а вот плеер я уже минут 15 ищу...",1.8,3,1,2,1,2
Вот ведь от какой малости все может зависеть! Начнись матч с чехами на 20 сек. позднее и счет был бы 2:1 в нашу пользу!,1.8,3,1,3,1,1
"Пока что, научился путешествовать во времени только вперёд и медленно.",1.8,2,1,2,1,3
Не могу пройти мимо безобразия. Так и хочется принять в нём участие.,1.8,4,1,1,1,2
"- Петрович, что лучше всего может восстановить твою потенцию? - Тайский метод. - Это как? - Дом в Таиланде и xорошая пенсия!",1.8,1,3,1,3,1
"Заявление: Прошу повысить мне зарплату на 10 тысяч рублей, так как квартплата повысилась на 15 тысяч рублей, а мужа или его заменяющего у меня нет. Резолюция директора: Срочно найти мужа или его заменяющего!.",1.8,3,1,1,1,3
"Последние выходные месяца - ни любви, ни ласки, ни бабла...",1.8,2,2,2,1,2
"Нужно баловать только тех, кто этого действительно достоин... Например, себя!",1.8,4,1,2,1,1
Объявление: Ухрюпинский клуб любителей преферанса купит канделябры на замену изношенных.,1.8,1,4,1,2,1
"Эх, помню лихие девяностые, вот это были времена! Ты родился в 1998 году.",1.8,1,1,2,3,2
"Он умер от избытка чувств, среди которых преобладали чувства голода, холода и жажды.",1.8,1,1,1,2,4
"Сегодня я снова пытался вернуть свою девушку. Но с тех пор, как она переехала ко мне, ее родители перестали отвечать на звонки..",1.8,1,2,3,1,2
"Словарный запас время от времени необходимо пополнять, а то в один прекрасный день и сказать нечего будет. Firstonx",1.8,1,4,2,1,1
"Вот не могу понять: тёща у меня хорошая, потому что живёт далеко или живёт далеко, потому что хорошая?",1.8,1,1,3,2,2
В каких случаях обнимаются мужчины?! Когда они голубые или синие,1.8,3,2,2,1,1
"Новый компьютерный вирус БОМЖ. Особо ничего вредного не делает, просто спит на рабочем столе и роется в корзине.",1.8,1,1,5,1,1
"На вокзале парень орёт в телефон: - Где тебя носит?! Сколько можно ждать? Да, я понимаю, что девушка имеет право опоздать, но не на поезд же?!..",1.8,2,1,1,2,3
"Каждый раз, задумываясь о своем образе жизни, я надеюсь, что через лет 20 медицина шагнет далекоооо вперед и я смогу все себе пересадить и вылечить",1.8,1,3,2,1,2
"Генералы любят воевать, звания и награды получать – а на поле боя за них солдаты погибать.",1.8,3,1,1,1,3
"При виде прекрасной девушки чувствую себя собакой. Всё вижу, пониманию, чувствую, а вот сказать не решаюсь.",1.8,3,2,2,1,1
"Всякого человека можно попросить о чём-то таком, за что он будет вам благодарен.",1.8,1,5,1,1,1
"У меня нет ни малейших сомнений, что добро в конце концов победит зло. Проблема в том, как дожить до конца сериала....",1.8,4,1,2,1,1
"- Я сегодня была так занята весь день! - Да? И чем же? - Утром рано встала, сбегала в супермаркет, потом пропылесосила всю квартиру, а где-то в одиннадцать, после недельной поломки, подключили Интернет. И дальше всё как в тумане...",1.8,1,1,3,3,1
